Valor da Transação,Classe(transações anteriores),Classe (rótulo),Recorrência de envios do mesmo valor,Idade do titular do cartão,Classe(cartão temporário),Limite de crédito,Classe(nome lista devedores),Número de cartões complementares,Numero transações para outro pais,Número de transações suspeitas anteriormente,Valor médio das transações do usuário,Classe(emprego fixo),Dispositivo de acesso novo?,Hora da Transação,Dias desde criação da conta,Dias desde ativação cartão,Segundos desde última transação,Latitude,Longitude,pagamento_atrasado,pagamento_bom,pagamento_inadimplente
47.35,1,1,0,60,1,1000,1,4,6,5,348.76,0,1,21,1874,1868,1071300.0,73.618817,-133.643569,False,True,False
749.02,1,0,1,21,1,20000,1,5,9,2,418.19,1,0,5,2385,2329,808652.0,-17.853471,-11.686093,False,False,True
21.46,1,0,0,43,1,1000,0,4,9,1,348.09,0,1,17,3544,3537,1611414.0,84.791739,128.273775,True,False,False
112.93,1,0,1,75,1,5000,1,3,8,3,202.99,1,1,22,1351,1266,1503548.0,-66.166475,-144.375677,True,False,False
272.25,1,0,1,73,1,1000,0,0,8,3,260.24,1,0,3,735,686,2226984.0,-26.628288,176.831297,True,False,False
144.44,1,0,1,63,1,5000,0,1,4,2,238.57,0,1,12,322,300,2148709.0,-37.589375,-159.303659,True,False,False
106.96,0,0,0,85,1,20000,1,0,3,2,229.02,0,1,21,3313,3248,266434.0,77.931606,-178.222221,True,False,False
275.6,0,0,1,52,0,2000,1,0,0,5,409.09,0,0,12,824,802,2267261.0,-86.421626,-91.745854,True,False,False
68.48,1,0,0,45,1,20000,0,4,10,0,253.71,1,1,21,3604,3549,2501384.0,-84.528577,39.136798,False,False,True
484.24,1,0,0,52,1,2000,1,0,5,3,429.61,1,0,11,2388,2362,2208832.0,66.241183,150.946612,False,False,True
7.7,0,0,1,66,1,5000,0,4,7,5,189.28,0,1,5,1930,1889,2403492.0,-36.21166,149.174268,False,False,True
113.98,0,0,0,73,0,2000,1,2,10,0,160.42,0,0,2,2424,2406,1483836.0,31.829505,139.777613,False,True,False
146.72,0,0,1,42,1,2000,0,1,9,5,359.13,1,1,22,3476,3464,1976209.0,-30.217762,-79.067998,True,False,False
47.76,1,0,0,57,0,20000,1,5,10,4,299.3,0,0,1,2527,2493,845012.0,5.866271,-14.300687,False,False,True
39.46,1,0,1,83,1,1000,1,1,10,1,278.44,1,1,18,558,527,130560.0,0.154846,91.66126,False,True,False
781.35,1,0,0,76,1,10000,1,4,1,3,331.95,0,1,20,2580,2554,1610399.0,40.062883,-44.372206,False,True,False
647.49,0,0,1,29,0,10000,0,2,6,2,465.36,1,0,4,2721,2703,1737781.0,-57.277206,32.527975,True,False,False
229.43,0,0,1,36,0,10000,0,3,8,4,190.26,0,0,23,994,915,718328.0,78.041554,154.026379,False,True,False
427.91,0,0,1,58,1,20000,1,0,8,2,152.31,1,1,1,261,176,2436575.0,-5.125258,117.908829,True,False,False
911.36,1,0,1,81,1,5000,0,4,1,4,395.0,0,0,16,3270,3203,1897641.0,36.58805,-154.583525,False,False,True
15.26,0,0,1,81,0,20000,1,2,9,5,324.3,1,1,14,2418,2353,703167.0,-6.701596,-156.128792,False,False,True
187.67,1,0,1,44,0,2000,0,5,6,0,330.17,0,1,15,1109,1048,2490065.0,58.819361,-104.364762,False,True,False
165.37,0,0,1,29,0,2000,1,5,8,1,317.55,1,1,15,2617,2605,29539.0,32.626577,-115.053586,False,True,False
977.52,0,0,0,24,1,20000,0,1,2,4,80.39,0,0,23,2471,2410,1625805.0,-20.155685,93.753043,False,False,True
720.88,1,0,1,76,0,2000,1,0,7,2,283.79,1,0,4,2124,2071,2175016.0,-49.697334,145.904067,True,False,False
430.87,1,0,0,80,1,2000,0,1,3,0,220.01,1,0,22,1481,1397,1427169.0,89.37787,-111.236789,True,False,False
566.1,0,0,1,34,0,20000,1,4,10,5,109.2,1,1,7,1832,1755,1175062.0,32.642201,96.34743,False,True,False
473.87,0,1,0,27,1,1000,1,3,10,5,439.35,0,1,18,2115,2109,951359.0,-81.951754,-47.647984,False,True,False
490.58,1,0,0,59,1,20000,0,5,9,5,371.05,1,1,6,2224,2220,2591703.0,63.149719,-108.557243,True,False,False
150.78,0,0,1,52,1,10000,1,2,7,4,466.91,0,1,16,612,560,972669.0,6.790832,134.535723,True,False,False
179.54,0,0,0,73,0,2000,1,3,7,4,205.74,0,1,6,1251,1224,499227.0,40.613262,-26.181734,False,False,True
132.47,0,0,0,74,0,1000,1,4,0,1,358.59,0,1,5,1885,1859,1390104.0,14.81259,-0.640993,False,False,True
236.7,0,0,0,47,0,5000,0,3,1,4,226.32,1,0,23,2661,2614,2254623.0,75.917999,58.279966,True,False,False
103.56,1,0,0,56,1,10000,1,5,6,1,150.1,0,1,3,128,96,1448615.0,14.954031,106.954909,False,False,True
1025.85,1,0,1,32,1,1000,1,0,0,1,290.82,0,0,7,2598,2555,2154279.0,8.058483,54.108626,False,True,False
944.91,1,0,0,47,1,5000,1,3,0,5,394.96,1,0,0,2674,2585,2359097.0,-17.191892,18.652103,False,False,True
223.36,0,0,0,34,1,5000,0,1,2,3,294.06,1,1,20,1208,1205,124026.0,34.919072,111.910073,False,False,True
87.18,0,0,1,66,1,10000,0,4,6,3,273.73,0,0,15,2314,2266,6273.0,37.274432,-112.620747,True,False,False
0.28,1,0,0,22,0,2000,0,5,3,2,266.36,0,0,4,1015,926,303543.0,89.52874,88.777976,False,False,True
1135.4,0,0,1,80,1,20000,0,0,7,4,396.03,1,1,6,2298,2238,627970.0,40.535645,169.901739,False,True,False
239.99,1,0,0,39,0,2000,1,0,4,3,346.25,1,0,14,1153,1095,1288363.0,-40.305928,-34.702058,True,False,False
390.71,0,0,1,49,1,2000,1,1,9,4,388.75,1,1,20,245,237,2568342.0,66.339668,-44.318111,True,False,False
1111.63,0,0,1,74,1,5000,0,2,0,0,376.08,1,0,12,2648,2571,10402.0,-25.917296,92.8561,False,True,False
125.4,0,0,1,54,1,20000,1,3,2,4,265.06,0,0,17,290,272,2401922.0,43.731198,-59.57188,False,False,True
507.43,0,0,1,64,1,10000,0,2,7,2,222.74,0,1,20,986,899,624183.0,-35.875789,91.810186,False,False,True
150.08,1,0,1,58,0,1000,0,5,4,0,258.78,1,0,9,3231,3230,1197116.0,-73.296901,-86.142829,False,False,True
611.26,0,0,0,24,1,20000,0,0,8,3,391.35,0,0,2,1770,1758,1308706.0,-10.653794,54.227337,False,True,False
449.9,1,0,0,73,1,20000,1,1,1,0,272.0,0,1,21,295,215,2301803.0,14.813478,-63.153909,True,False,False
54.28,1,0,1,56,0,5000,1,0,10,4,172.1,0,1,12,1690,1638,598895.0,-72.482795,41.450205,False,False,True
229.94,0,0,1,51,0,2000,0,3,0,1,241.94,0,1,15,1031,1027,776027.0,57.954266,56.356452,False,True,False
12.71,1,0,0,59,0,2000,1,5,1,2,238.86,0,1,8,2861,2849,1693306.0,67.370171,171.650449,False,True,False
246.12,1,0,1,36,0,1000,1,3,3,5,226.84,0,0,18,338,307,539911.0,-3.528069,-142.885155,False,False,True
918.05,1,0,0,34,0,2000,0,2,2,5,489.04,0,0,17,159,111,2575089.0,63.518501,-79.964874,False,True,False
798.49,1,0,1,44,0,20000,0,1,10,1,239.18,0,1,1,880,851,2168552.0,63.060549,-139.006156,True,False,False
108.19,0,0,0,50,1,10000,1,2,3,2,336.31,1,1,16,909,893,1251584.0,81.964235,-137.972261,False,True,False
249.32,0,0,1,83,1,10000,0,2,0,5,260.28,1,1,9,50,28,1038162.0,19.694143,-25.849154,False,False,True
288.07,0,1,1,64,0,20000,1,1,6,0,189.77,0,1,23,1969,1924,1609137.0,45.063755,49.196664,True,False,False
390.18,0,1,1,80,1,2000,1,1,8,0,350.62,1,1,18,3499,3418,1746881.0,-23.233264,-60.294375,False,False,True
63.97,0,0,0,69,1,2000,1,3,6,3,444.73,1,1,22,1543,1509,978636.0,-71.059251,-9.81629,False,False,True
292.96,1,0,0,61,0,2000,1,1,6,3,615.21,0,0,12,2853,2763,1249106.0,-52.491901,29.001679,False,False,True
122.14,1,0,1,43,0,5000,1,1,4,3,187.65,1,1,4,2655,2571,2098038.0,-29.024143,-150.553363,False,False,True
66.03,0,0,1,36,1,20000,1,4,3,4,492.34,0,0,9,1721,1640,1741812.0,-45.656818,27.990415,False,False,True
172.72,0,0,0,68,0,10000,0,0,0,3,222.54,1,1,9,2078,2047,548609.0,-26.192766,-99.142777,False,True,False
245.05,0,0,0,53,1,10000,0,4,6,5,93.49,0,0,12,3204,3187,494192.0,-79.392469,68.808001,True,False,False
400.83,0,0,1,74,1,2000,1,5,2,5,302.85,0,1,10,1661,1626,1629908.0,86.258191,172.456465,False,False,True
193.18,0,0,0,76,0,20000,1,0,6,4,464.34,0,0,12,3372,3345,460691.0,-27.994919,-34.034585,True,False,False
199.09,1,0,1,29,1,10000,0,3,8,1,336.06,1,0,3,1599,1512,925572.0,25.565603,72.905716,False,True,False
1077.65,0,0,1,21,0,10000,0,4,4,5,163.31,0,0,9,470,393,341012.0,-84.084934,164.135722,False,False,True
198.2,0,0,1,71,1,2000,1,4,4,0,359.26,1,0,18,1143,1131,371661.0,-49.244146,-82.016866,False,False,True
23.35,0,0,0,27,1,20000,0,0,0,2,251.17,0,0,21,2051,2000,104502.0,81.902414,131.391081,False,False,True
65.06,0,0,0,85,1,10000,0,3,0,5,363.33,0,1,13,691,622,1033677.0,62.71574,56.216587,False,True,False
439.27,0,0,1,82,1,5000,1,1,3,2,201.5,0,0,13,3182,3175,1784538.0,-64.011697,163.718318,False,True,False
11.14,0,0,1,30,0,20000,1,0,5,3,319.87,0,0,14,2779,2769,2078329.0,35.16461,23.570738,False,True,False
539.03,0,0,1,20,0,5000,1,5,2,4,292.09,0,0,12,2919,2919,1213530.0,-53.409928,-131.316628,False,False,True
557.36,1,0,1,35,1,1000,0,3,8,2,242.09,1,1,7,1911,1851,1235491.0,-68.538402,122.537788,True,False,False
164.31,0,0,0,81,1,20000,0,5,1,4,516.99,0,0,11,2299,2251,1046493.0,-56.245987,-154.170866,True,False,False
253.82,0,0,0,28,1,2000,1,0,9,5,157.63,0,0,6,226,174,1629638.0,-68.585329,-77.7748,True,False,False
113.73,1,0,0,59,0,10000,1,0,2,5,221.88,1,0,23,1440,1440,2040775.0,-16.826408,-88.822476,True,False,False
436.5,1,1,1,72,1,20000,1,4,9,1,274.02,0,0,22,2253,2181,1548722.0,78.162702,-12.043914,False,True,False
1052.71,1,0,1,75,1,10000,0,2,8,2,459.85,0,0,12,3022,2976,1880117.0,16.352473,46.32051,False,True,False
100.73,1,0,1,64,0,5000,1,0,0,5,380.21,0,1,15,575,515,1233378.0,-7.976747,-39.70214,False,True,False
182.45,1,0,1,41,1,1000,1,0,0,5,219.06,1,0,9,3382,3382,2271196.0,-69.978312,-99.906377,True,False,False
114.84,0,1,1,35,0,1000,1,3,3,4,395.67,0,1,11,3324,3303,510508.0,31.016847,175.779166,False,False,True
17.36,0,0,0,36,0,2000,0,2,8,2,320.48,1,0,15,603,602,652401.0,66.632693,57.456329,True,False,False
237.17,1,0,0,18,1,1000,0,5,4,3,376.59,0,1,22,2469,2399,957027.0,-25.575145,38.158448,False,False,True
126.15,0,0,1,21,1,2000,1,3,2,5,370.07,0,1,21,502,484,32110.0,70.183233,-143.359255,False,False,True
31.47,1,0,1,23,1,20000,0,0,8,0,581.47,0,0,3,2753,2737,1258718.0,-37.931706,50.240376,False,True,False
994.66,1,0,0,56,0,20000,1,1,1,5,226.19,1,1,3,2947,2882,1969355.0,21.970742,147.612066,True,False,False
344.76,0,1,0,40,0,20000,0,0,3,2,318.13,0,1,21,3649,3600,953551.0,53.97614,-76.378665,True,False,False
257.17,0,0,0,46,1,5000,0,5,9,4,446.22,1,1,3,2764,2713,1392230.0,10.496008,98.319207,False,True,False
156.47,1,0,1,20,1,2000,0,3,6,4,344.86,0,1,11,3242,3165,1250059.0,82.407895,149.387966,False,False,True
313.82,1,0,0,66,0,1000,1,2,7,1,204.91,1,1,8,3310,3257,1146590.0,70.89536,7.135885,False,True,False
111.19,1,0,0,74,1,1000,0,3,8,0,331.85,0,1,2,1664,1580,587258.0,-10.070609,-164.436737,True,False,False
718.5,0,0,1,69,0,20000,1,2,4,3,181.08,0,0,21,1178,1144,1355215.0,-50.408641,-172.621553,True,False,False
61.02,0,0,1,40,0,5000,0,0,1,3,405.4,0,0,9,1014,979,1291066.0,5.670677,63.112363,False,False,True
192.83,1,0,0,59,1,5000,1,2,0,3,255.41,1,1,11,3606,3532,2361810.0,39.626331,-56.877116,False,True,False
118.43,1,0,0,48,0,2000,0,4,10,4,311.31,1,0,10,1541,1498,760356.0,-87.309665,-80.08185,True,False,False
48.04,0,1,1,46,0,5000,0,1,6,3,261.17,0,0,2,2232,2155,1856490.0,62.698225,-64.022935,False,True,False
68.27,0,0,0,21,1,1000,1,3,2,0,269.44,0,0,21,672,603,2476066.0,-72.142422,-73.623317,True,False,False
166.28,1,0,0,68,0,2000,1,0,1,1,431.12,0,0,16,889,862,2097620.0,71.972482,-42.318095,False,False,True
649.47,1,0,0,41,0,1000,1,0,9,0,277.57,0,0,3,3394,3309,1021391.0,-35.627336,100.884608,False,True,False
231.89,1,1,0,25,0,1000,0,1,9,5,413.96,1,1,14,2504,2414,417123.0,-22.739075,-98.750547,True,False,False
43.06,1,1,1,26,1,5000,1,0,9,4,261.26,0,1,6,1572,1515,1973.0,-63.679519,123.007085,False,True,False
417.6,0,1,0,47,0,10000,1,3,1,2,190.14,1,1,22,3322,3254,1214776.0,52.905927,-56.113664,True,False,False
835.06,0,0,0,55,1,2000,0,0,7,3,442.05,1,1,13,1848,1763,1795208.0,42.10504,121.632043,True,False,False
121.12,1,0,0,34,0,20000,0,4,10,2,359.55,0,0,1,1958,1947,1706156.0,-79.485603,-116.353748,True,False,False
402.45,0,0,0,26,0,10000,1,5,10,3,241.01,1,1,3,668,598,2004136.0,53.487644,44.981128,False,True,False
146.93,0,0,1,33,1,20000,0,0,6,5,435.11,1,1,3,649,632,2150120.0,-53.190401,-91.413202,False,False,True
1126.73,0,0,1,37,1,2000,0,0,3,3,388.62,0,0,7,373,370,2389904.0,-15.464687,148.181342,True,False,False
485.6,0,0,0,51,1,5000,1,3,3,1,279.96,1,1,19,329,251,433194.0,67.266265,73.094044,True,False,False
885.15,1,0,1,61,0,5000,0,4,0,0,323.18,1,1,20,2827,2810,127229.0,28.639962,-107.386042,False,True,False
118.46,1,0,1,41,1,10000,0,2,2,3,455.88,1,1,21,1782,1774,1325075.0,54.689122,-121.079712,False,True,False
176.41,1,0,1,68,1,10000,1,3,8,3,146.95,1,1,20,1049,1016,2469105.0,-50.290675,110.807461,False,False,True
77.76,1,0,1,33,0,5000,1,5,5,0,275.73,0,1,6,3315,3298,2380194.0,-61.246309,-79.674456,True,False,False
55.18,0,0,0,24,1,2000,1,3,2,4,111.0,1,1,19,1397,1334,91372.0,-31.141613,12.179476,False,True,False
153.24,1,0,0,27,0,20000,0,2,10,2,395.78,0,0,22,2835,2780,618006.0,15.175222,-102.41609,False,True,False
49.37,0,0,1,62,1,20000,1,1,1,4,320.76,0,0,10,2283,2236,1924998.0,-37.312666,-2.366029,True,False,False
327.85,0,0,0,55,1,20000,0,1,7,5,226.48,0,1,17,2199,2175,235301.0,-53.349877,53.902822,False,False,True
210.74,1,0,1,74,0,10000,0,3,3,5,465.62,1,0,19,1646,1566,840795.0,-33.001894,78.396385,False,True,False
353.02,0,0,0,24,1,20000,1,1,4,4,288.92,0,1,3,3647,3598,891357.0,-69.691727,175.838226,False,True,False
1159.43,0,0,0,69,1,1000,0,3,5,5,261.18,1,1,15,1590,1589,2544221.0,62.840753,63.250232,False,False,True
209.11,0,1,0,65,1,5000,0,0,2,2,361.89,1,0,4,2485,2461,392510.0,70.317457,135.61491,False,False,True
479.56,0,0,0,31,1,5000,1,0,5,4,463.84,0,0,12,3612,3552,2268671.0,-22.643925,116.95326,False,False,True
183.13,0,0,1,50,0,1000,1,0,3,0,338.84,1,1,23,2117,2083,1614647.0,-50.987316,8.612159,True,False,False
358.37,0,0,0,53,0,10000,1,3,5,4,290.52,0,0,6,1382,1342,176424.0,-76.347397,-103.112323,False,True,False
596.24,1,0,1,75,0,10000,1,4,0,0,308.61,0,1,10,1331,1298,649142.0,-71.440326,-34.806282,False,False,True
161.95,0,0,1,31,1,1000,0,2,6,3,225.31,1,0,22,1688,1622,473212.0,52.255768,56.540864,False,False,True
68.44,1,0,1,63,0,2000,0,3,7,0,235.02,1,1,3,3436,3428,117792.0,12.37504,-10.791788,False,False,True
1071.01,0,0,1,63,0,20000,1,3,7,5,308.42,1,1,11,1565,1524,1035631.0,84.536383,13.071505,False,True,False
103.12,0,0,1,38,1,10000,0,0,7,2,256.72,0,1,14,2399,2340,279071.0,81.333959,175.46,False,False,True
64.21,1,0,1,44,0,2000,0,1,5,1,379.38,1,1,10,1772,1707,749813.0,7.096654,-83.633528,False,True,False
106.09,0,0,1,58,0,5000,0,1,2,4,145.72,1,0,9,2324,2284,1788741.0,45.710962,-25.2009,True,False,False
54.52,1,0,0,18,1,2000,0,5,3,4,283.94,0,1,15,2259,2201,2029121.0,84.290547,-178.409456,False,False,True
843.65,0,0,0,82,1,2000,1,1,7,5,299.07,1,0,15,3125,3037,832231.0,-5.554312,151.147388,False,False,True
59.23,0,0,0,27,0,2000,1,1,4,5,330.7,1,0,21,1842,1818,908512.0,50.441897,-157.867734,True,False,False
185.05,1,0,1,30,1,1000,1,0,5,5,327.83,1,1,22,3506,3458,1467448.0,-27.216224,57.112863,False,False,True
99.31,0,0,1,85,0,2000,1,2,0,4,249.08,1,0,16,1242,1240,638956.0,-17.525542,-16.106777,False,False,True
12.05,1,0,1,43,1,20000,0,5,2,0,252.12,0,0,19,596,573,1083693.0,78.510444,122.265366,False,False,True
189.18,0,0,1,54,1,2000,1,0,5,3,335.95,0,1,16,1908,1894,346516.0,87.133379,73.231352,False,False,True
167.77,0,0,1,37,1,1000,0,4,2,3,339.58,0,1,19,209,205,1097457.0,-83.314464,72.755644,True,False,False
170.13,0,0,0,58,1,20000,0,2,1,4,326.36,0,1,9,3566,3504,1189873.0,73.752311,35.234411,False,True,False
194.44,1,0,0,82,1,10000,1,5,2,0,409.73,0,0,6,1062,1032,2075573.0,-5.04114,-147.135714,False,True,False
784.81,0,1,0,57,1,20000,1,2,2,5,143.44,0,0,13,1524,1449,1216760.0,57.111624,-33.239465,True,False,False
213.37,0,0,0,68,0,1000,1,5,0,2,324.37,0,1,20,3636,3588,2346622.0,-82.908415,-167.62225,False,True,False
99.62,0,0,1,43,0,2000,0,2,10,1,190.98,0,0,15,2059,2006,53953.0,-39.635395,116.604545,True,False,False
155.74,0,1,0,26,1,20000,0,5,4,4,311.05,0,0,14,184,184,2209254.0,73.273411,-159.528808,False,True,False
25.85,1,0,0,24,0,1000,1,5,10,3,237.37,1,0,6,294,266,371281.0,-29.533984,162.662148,True,False,False
173.71,0,0,0,35,0,10000,0,2,4,3,214.31,1,0,15,2216,2143,1920985.0,48.656597,-38.193081,False,False,True
27.29,0,0,0,22,1,20000,0,5,0,4,187.39,1,1,13,932,901,850617.0,66.926689,148.089807,True,False,False
1019.39,0,1,0,57,0,10000,0,3,5,5,379.78,0,1,12,601,549,1700941.0,21.372097,-75.52227,False,True,False
721.04,1,0,1,68,0,20000,0,3,6,4,114.07,1,0,3,432,402,103074.0,-13.114656,68.428481,False,False,True
499.3,0,1,1,69,0,20000,0,1,6,3,304.55,0,0,14,3208,3154,2390233.0,41.167749,-37.255586,True,False,False
4.29,1,0,0,41,0,10000,1,4,3,2,355.83,0,1,8,1648,1574,568659.0,-9.441673,-37.050463,False,False,True
179.32,0,0,1,59,1,10000,1,0,3,4,332.45,0,0,21,1934,1864,1329962.0,-28.548288,-8.416371,True,False,False
228.64,0,0,1,31,1,5000,1,4,3,4,119.61,0,1,23,1221,1147,2475609.0,76.369982,150.644166,False,True,False
55.6,1,1,0,32,1,20000,1,0,10,2,299.44,0,0,2,410,403,2531132.0,66.132462,-53.669206,False,True,False
277.33,0,0,1,80,1,10000,0,5,10,0,417.85,0,0,4,2645,2616,75572.0,-42.859754,33.971705,False,True,False
235.44,0,0,0,82,1,1000,1,2,9,0,327.66,1,0,0,1422,1401,625936.0,-71.698435,135.78787,True,False,False
283.52,0,0,0,20,1,2000,0,0,10,1,300.86,0,0,10,1701,1638,1097562.0,-60.83083,126.353546,False,True,False
443.72,0,0,1,75,1,2000,1,5,4,0,143.7,1,0,19,1764,1683,2075417.0,72.845736,54.434975,False,False,True
169.59,1,0,1,70,1,5000,0,5,8,3,182.05,1,1,8,1279,1231,1274770.0,55.216731,94.550462,False,True,False
198.6,0,0,1,66,1,20000,1,2,3,5,115.81,1,0,6,1382,1317,2125155.0,79.153971,-101.206869,False,False,True
498.19,0,0,1,72,0,10000,1,1,6,2,389.21,1,0,12,3536,3481,1008048.0,51.578802,22.163162,False,False,True
76.23,1,0,1,85,1,1000,1,1,10,3,316.43,0,1,6,1917,1897,1056219.0,-84.726264,58.678354,False,False,True
176.92,1,1,0,63,0,5000,1,0,0,4,519.62,1,1,11,1793,1747,1681467.0,-46.106091,171.142833,False,True,False
254.03,1,0,0,53,0,20000,0,4,7,3,320.95,1,1,0,239,234,595081.0,-60.266706,116.183424,False,True,False
607.44,0,0,0,21,0,10000,0,2,5,0,190.84,0,0,5,1444,1373,556396.0,-41.464605,103.848832,True,False,False
379.77,0,0,0,57,0,5000,0,0,7,4,290.83,0,1,8,2724,2707,938672.0,-36.018473,-56.341195,True,False,False
150.5,0,0,0,30,0,2000,0,5,9,0,211.22,0,1,11,1384,1339,1682356.0,21.679297,119.676869,True,False,False
83.91,0,1,1,66,0,5000,0,5,8,2,375.95,0,0,16,1112,1106,2216814.0,-56.762896,-14.141127,True,False,False
1019.96,1,0,1,28,1,10000,0,4,1,4,270.82,1,0,16,1457,1377,393287.0,9.721297,63.682947,False,True,False
116.14,1,0,1,58,0,10000,0,3,7,1,187.88,0,1,8,1276,1259,1743711.0,-4.205436,144.675752,False,False,True
400.08,0,0,0,29,1,10000,1,3,6,2,392.94,0,0,13,1608,1587,1779705.0,-54.036658,-20.785732,False,True,False
15.17,1,0,1,38,0,20000,0,3,3,0,164.14,1,0,2,2123,2050,1008725.0,2.465184,9.258862,False,False,True
202.6,1,0,0,73,1,1000,1,2,5,5,192.03,0,1,16,2563,2559,524467.0,52.21793,-95.446306,False,False,True
64.05,0,0,0,53,0,20000,0,2,5,0,293.19,1,0,6,439,375,638598.0,-10.671623,63.611558,False,False,True
176.48,1,0,1,64,0,2000,0,5,1,1,336.4,0,1,9,1022,992,1977113.0,-63.855059,38.810416,True,False,False
1228.44,0,0,0,32,1,5000,0,5,10,2,415.94,0,0,18,1941,1905,2186647.0,48.079559,-21.03717,False,True,False
280.43,1,0,0,28,0,2000,1,3,10,5,397.31,1,1,16,3646,3631,66268.0,26.441415,-90.456626,False,True,False
338.91,1,0,0,67,1,1000,1,1,8,0,450.91,0,0,9,2787,2767,2576912.0,-63.526072,30.436764,True,False,False
71.09,0,0,0,38,0,20000,0,3,1,2,360.56,0,1,2,2033,1961,1931516.0,43.855068,83.215539,True,False,False
9.25,1,0,0,83,1,10000,0,3,4,2,151.59,0,0,14,140,58,1565146.0,50.042528,-138.992994,False,False,True
43.08,0,1,0,18,0,10000,0,4,8,4,279.15,0,1,17,239,176,1298886.0,-79.833655,-81.300944,False,True,False
22.63,1,0,1,68,0,2000,0,2,9,5,420.66,1,1,10,1325,1324,1711640.0,68.489597,-118.763638,False,True,False
236.11,0,0,0,72,0,1000,0,1,10,1,147.28,0,0,22,311,241,300609.0,32.295598,-72.864921,True,False,False
102.63,0,0,1,66,0,1000,1,1,0,0,257.64,0,0,7,1028,1009,1516920.0,66.842558,-67.114054,False,True,False
365.25,0,0,0,67,0,10000,0,3,3,4,163.44,0,0,11,3061,3060,2008585.0,-58.713728,97.541365,False,False,True
137.03,1,0,1,72,1,2000,0,0,5,1,237.0,1,0,5,1938,1936,418269.0,42.890284,36.083758,False,True,False
21.14,0,0,1,48,1,20000,1,0,10,4,373.2,1,0,11,1900,1817,437044.0,83.974248,148.796905,False,False,True
93.1,0,0,0,28,1,5000,1,2,6,4,349.47,0,1,23,1550,1504,2587194.0,-50.995514,-177.688887,True,False,False
559.04,0,0,1,72,1,1000,0,3,10,0,338.34,1,1,6,500,443,592933.0,-28.058914,-39.78529,False,False,True
348.69,0,0,1,66,1,20000,0,0,5,3,315.45,1,0,11,466,419,412910.0,-46.706819,-52.424855,False,True,False
2.96,1,0,0,39,0,2000,1,5,1,2,266.34,1,0,11,1987,1939,1599133.0,8.004709,126.746112,True,False,False
119.87,0,0,1,32,0,10000,1,0,4,1,223.75,0,0,14,924,837,1571158.0,-1.036967,-106.274331,False,False,True
500.8,1,0,1,44,1,5000,1,0,6,2,403.63,1,1,22,2491,2459,2487873.0,-36.806114,-98.364882,True,False,False
177.35,0,0,0,21,1,20000,0,3,9,5,368.14,1,0,8,2287,2200,952162.0,76.855078,-102.07778,False,True,False
282.24,0,1,0,39,1,1000,1,2,3,2,184.63,0,0,1,771,695,1108229.0,47.79141,27.59513,False,True,False
51.01,0,0,0,75,0,2000,0,2,1,4,133.89,0,0,22,624,563,367023.0,-22.118333,157.190893,False,True,False
192.98,0,0,1,60,1,20000,1,4,4,4,350.33,1,0,11,1670,1609,2517704.0,-9.656995,30.020018,False,False,True
259.76,0,0,1,33,0,5000,1,2,5,4,494.83,0,0,16,582,529,2318996.0,-33.169711,154.749054,False,False,True
219.41,1,0,0,81,0,5000,1,1,6,1,402.51,0,1,18,68,56,2501389.0,89.08216,140.898904,False,True,False
79.53,1,0,0,71,0,10000,1,4,3,3,205.96,0,0,20,1473,1421,371950.0,86.592569,-48.051593,False,False,True
210.43,0,0,1,85,0,1000,0,1,0,3,243.92,1,1,2,2446,2364,2070944.0,4.600031,68.306934,False,True,False
89.57,0,0,1,46,0,10000,0,1,7,4,340.42,1,0,19,733,724,1123070.0,-56.065476,65.976405,False,False,True
33.69,0,0,0,78,0,20000,1,5,5,4,371.59,0,1,2,2853,2816,1433388.0,45.776336,-163.652764,True,False,False
495.01,0,0,0,79,1,2000,0,1,5,0,330.74,1,0,11,990,949,292510.0,72.684966,115.318403,True,False,False
539.32,1,0,1,71,0,1000,0,5,6,0,217.54,1,1,3,303,279,978409.0,-31.919173,137.01046,False,True,False
311.88,1,0,1,47,0,5000,1,1,9,1,247.44,1,1,23,881,875,2507421.0,-25.55865,-144.839561,False,True,False
305.63,0,0,1,57,1,20000,1,1,4,5,303.24,0,1,7,3205,3125,451353.0,3.836959,85.276218,False,True,False
171.29,1,0,0,71,1,20000,0,0,3,4,190.79,0,1,20,800,774,1798485.0,-2.978071,99.503935,True,False,False
352.95,1,0,0,55,0,2000,1,1,2,5,313.53,1,0,1,525,442,394506.0,-84.819086,69.267809,False,True,False
53.51,0,0,0,48,1,5000,1,0,8,0,62.83,1,1,11,2789,2777,1217142.0,55.936513,-157.920872,False,False,True
33.85,1,0,0,21,0,5000,0,2,9,2,504.21,1,0,14,2294,2294,1472357.0,-59.72474,93.880526,True,False,False
607.49,0,0,1,71,1,1000,1,0,7,2,233.32,0,1,10,1774,1735,807489.0,-68.75724,84.901903,False,True,False
35.77,0,0,1,59,0,20000,0,4,6,0,319.79,0,0,22,2636,2614,113923.0,-82.992348,-68.023415,False,False,True
89.31,0,0,0,22,0,2000,1,3,6,4,231.37,1,0,21,1124,1076,2516365.0,-32.70491,-64.971008,False,False,True
859.32,0,0,1,29,1,1000,0,5,3,4,156.73,0,1,11,987,918,966767.0,49.566192,25.145064,False,False,True
540.5,0,0,1,18,1,10000,0,4,4,3,332.43,0,0,17,3547,3523,1257905.0,-67.17302,55.333802,False,True,False
